Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD36,OUT035,2195.9766470762315
FDY25,OUT045,2678.2423063871224
FDU52,OUT046,2183.8807631375444
DRK47,OUT017,2672.9013927973024
NCL30,OUT017,2192.4632072073423
FDN22,OUT035,2678.1996994801366
NCF30,OUT027,3892.471490552113
FDK03,OUT035,2678.1996994801366
FDT45,OUT017,1843.0493611747465
NCC54,OUT027,4956.502712815995
FDP08,OUT018,2737.1549305964563
FDU44,OUT046,2183.8807631375444
DRG39,OUT035,1844.7957828978306
FDU32,OUT049,1742.1651586477958
FDY27,OUT049,2183.8807631375444
NCP54,OUT013,2613.649503330824
NCZ41,OUT049,1742.1651586477958
DRL49,OUT013,2921.6105241676673
FDI05,OUT018,2426.04195630992
FDY56,OUT045,2672.9013927973024
DRC13,OUT013,2613.649503330824
NCV29,OUT017,2678.2423063871224
FDR24,OUT049,1742.1651586477958
FDZ34,OUT018,2737.1549305964563
FDP37,OUT035,2195.9766470762315
FDX08,OUT027,4413.667857001392
FDS57,OUT045,2678.2423063871224
NCG18,OUT049,1742.1651586477958
FDK25,OUT018,2737.1549305964563
FDH53,OUT049,1742.1651586477958
DRI59,OUT018,3070.3706727418853
FDA52,OUT046,2183.8807631375444
FDT20,OUT010,659.5603949203377
FDE36,OUT019,594.1103436002086
FDI24,OUT017,2678.2423063871224
FDB28,OUT018,2737.1549305964563
FDV11,OUT017,2678.2423063871224
FDP01,OUT046,2183.8807631375444
FDD34,OUT027,4413.667857001392
FDJ50,OUT027,3348.7050200905232
FDZ44,OUT013,2613.649503330824
DRO59,OUT035,2195.9766470762315
DRB48,OUT045,1843.0493611747465
FDR21,OUT018,2737.1549305964563
NCE42,OUT010,745.2551305863032
FDO23,OUT046,1742.1651586477958
NCE30,OUT018,3070.3706727418853
FDQ22,OUT035,1844.7957828978306
FDY01,OUT045,2192.4632072073423
FDS08,OUT017,2678.2423063871224
FDG28,OUT018,3070.3706727418853
FDQ51,OUT018,2151.5050398537514
FDB05,OUT017,2672.9013927973024
FDO56,OUT049,1742.1651586477958
FDE02,OUT018,2426.04195630992
FDN45,OUT017,2672.9013927973024
FDS09,OUT013,2302.2162628430906
NCA54,OUT018,2737.1549305964563
FDP09,OUT010,745.2551305863032
FDC53,OUT045,2192.4632072073423
NCM55,OUT017,2678.2423063871224
FDL09,OUT018,2737.1549305964563
FDA11,OUT019,565.9332065922275
FDA50,OUT045,2192.4632072073423
FDC23,OUT017,2678.2423063871224
FDE22,OUT049,2183.8807631375444
FDD23,OUT046,2183.8807631375444
NCA29,OUT049,2183.8807631375444
FDK38,OUT046,2183.8807631375444
DRC13,OUT046,1742.1651586477958
NCP43,OUT049,2183.8807631375444
FDX28,OUT049,1742.1651586477958
FDF08,OUT049,1742.1651586477958
FDZ33,OUT046,2183.8807631375444
FDD10,OUT049,2183.8807631375444
FDO58,OUT017,2678.2423063871224
FDI50,OUT017,2672.9013927973024
FDO58,OUT045,2678.2423063871224
FDX08,OUT013,2921.6105241676673
NCK17,OUT010,659.5603949203377
FDF39,OUT035,2678.1996994801366
FDU45,OUT010,645.1366363896364
NCJ18,OUT018,2426.04195630992
DRC27,OUT019,647.5685859827722
DRC25,OUT035,2195.9766470762315
FDU59,OUT035,2683.5406130699566
FDU28,OUT035,2683.5406130699566
NCP30,OUT046,1393.3871566813445
FDB39,OUT018,2151.5050398537514
FDE41,OUT013,2613.649503330824
DRH11,OUT010,659.5603949203377
FDA58,OUT045,2672.9013927973024
FDU50,OUT046,1742.1651586477958
FDM34,OUT013,2613.649503330824
FDM44,OUT027,3892.471490552113
FDR39,OUT045,2678.2423063871224
FDM25,OUT045,2678.2423063871224
FDQ49,OUT049,2183.8807631375444
DRH25,OUT018,2151.5050398537514
FDM09,OUT027,4413.667857001392
FDL44,OUT019,594.1103436002086
NCR42,OUT018,2151.5050398537514
DRL59,OUT046,1393.3871566813445
FDX43,OUT013,2921.6105241676673
DRK47,OUT010,745.2551305863032
FDU48,OUT018,2426.04195630992
FDY12,OUT045,1843.0493611747465
NCN43,OUT018,2426.04195630992
NCM55,OUT018,2737.1549305964563
FDQ21,OUT027,3892.471490552113
FDX13,OUT035,2678.1996994801366
NCK30,OUT027,4956.502712815995
FDG20,OUT049,2183.8807631375444
DRG27,OUT017,1843.0493611747465
FDY14,OUT018,3070.3706727418853
FDP59,OUT035,2195.9766470762315
FDU60,OUT017,2678.2423063871224
NCC18,OUT019,594.1103436002086
DRJ39,OUT017,2672.9013927973024
FDS07,OUT049,1742.1651586477958
FDM08,OUT027,4956.502712815995
FDP51,OUT045,2192.4632072073423
FDU16,OUT035,2195.9766470762315
FDH12,OUT013,2613.649503330824
DRE48,OUT010,676.3141626063406
NCL42,OUT027,4956.502712815995
FDR21,OUT045,2678.2423063871224
NCW29,OUT035,2195.9766470762315
FDO11,OUT013,3373.3729938250594
NCM31,OUT049,2183.8807631375444
FDV35,OUT019,594.1103436002086
FDF58,OUT017,1843.0493611747465
NCE43,OUT049,2183.8807631375444
FDA02,OUT035,2683.5406130699566
DRL37,OUT010,659.5603949203377
FDR24,OUT018,2426.04195630992
FDW59,OUT049,1742.1651586477958
FDS22,OUT049,1393.3871566813445
FDW24,OUT017,1843.0493611747465
FDU24,OUT035,2195.9766470762315
FDA21,OUT027,4413.667857001392
FDH58,OUT027,3892.471490552113
FDW36,OUT018,2426.04195630992
FDI45,OUT027,4413.667857001392
FDU01,OUT018,2737.1549305964563
FDF35,OUT027,3892.471490552113
FDU43,OUT019,647.5685859827722
FDE24,OUT019,594.1103436002086
FDK50,OUT049,2183.8807631375444
FDG31,OUT045,1843.0493611747465
FDC60,OUT045,2192.4632072073423
FDL36,OUT013,2613.649503330824
FDP21,OUT013,2921.6105241676673
FDW16,OUT045,2192.4632072073423
FDX02,OUT017,2672.9013927973024
FDQ58,OUT027,4413.667857001392
FDT51,OUT046,1742.1651586477958
FDD59,OUT049,1742.1651586477958
NCM42,OUT018,2426.04195630992
FDA57,OUT018,2151.5050398537514
FDZ48,OUT035,2195.9766470762315
FDE46,OUT045,2678.2423063871224
NCZ30,OUT019,565.9332065922275
FDB56,OUT017,2678.2423063871224
FDA25,OUT027,3892.471490552113
FDD20,OUT013,2613.649503330824
FDL25,OUT013,2613.649503330824
NCO18,OUT049,2183.8807631375444
FDJ45,OUT017,1843.0493611747465
FDR12,OUT035,2683.5406130699566
NCF19,OUT010,659.5603949203377
FDK25,OUT046,2183.8807631375444
NCR17,OUT046,1742.1651586477958
FDC52,OUT046,2183.8807631375444
NCA54,OUT017,2678.2423063871224
FDR45,OUT010,745.2551305863032
NCM19,OUT049,1742.1651586477958
FDF39,OUT027,4956.502712815995
FDX23,OUT049,1742.1651586477958
FDD58,OUT027,3892.471490552113
FDX28,OUT013,2613.649503330824
NCD31,OUT013,2921.6105241676673
FDU57,OUT018,2737.1549305964563
FDI27,OUT046,1393.3871566813445
NCM42,OUT046,1742.1651586477958
FDD32,OUT027,3892.471490552113
FDI34,OUT013,3373.3729938250594
NCM29,OUT049,1742.1651586477958
FDG46,OUT018,2426.04195630992
DRC01,OUT010,659.5603949203377
FDB15,OUT027,4956.502712815995
NCA17,OUT027,4413.667857001392
FDF10,OUT046,2183.8807631375444
FDR26,OUT027,4413.667857001392
FDI02,OUT049,1742.1651586477958
NCM54,OUT010,645.1366363896364
FDF14,OUT013,2921.6105241676673
FDJ33,OUT010,645.1366363896364
FDM20,OUT035,2678.1996994801366
FDC03,OUT027,4413.667857001392
NCX05,OUT046,1742.1651586477958
NCM41,OUT027,3892.471490552113
NCU29,OUT010,676.3141626063406
FDQ59,OUT017,2192.4632072073423
FDH46,OUT010,645.1366363896364
FDH09,OUT013,2302.2162628430906
NCD06,OUT045,1843.0493611747465
FDC15,OUT035,2683.5406130699566
DRD37,OUT027,3348.7050200905232
FDT28,OUT027,4413.667857001392
FDR28,OUT027,4413.667857001392
FDT38,OUT017,2192.4632072073423
FDV34,OUT027,3892.471490552113
FDY52,OUT035,1844.7957828978306
FDB34,OUT013,2613.649503330824
DRL23,OUT018,2426.04195630992
DRB24,OUT046,2183.8807631375444
FDJ50,OUT046,1393.3871566813445
FDQ49,OUT035,2683.5406130699566
FDP20,OUT035,2195.9766470762315
FDV19,OUT027,4413.667857001392
NCR54,OUT045,2678.2423063871224
FDO09,OUT010,745.2551305863032
FDS57,OUT018,2737.1549305964563
FDN10,OUT049,1742.1651586477958
FDV23,OUT049,1742.1651586477958
FDY28,OUT049,2466.6466673171694
DRG51,OUT013,2921.6105241676673
FDD45,OUT019,565.9332065922275
NCL18,OUT027,4413.667857001392
NCM29,OUT013,2613.649503330824
FDF17,OUT027,4413.667857001392
FDE22,OUT017,2678.2423063871224
FDQ22,OUT017,1843.0493611747465
FDS01,OUT013,2921.6105241676673
FDW35,OUT027,3348.7050200905232
FDJ33,OUT046,1742.1651586477958
NCF54,OUT035,2683.5406130699566
FDE09,OUT013,2613.649503330824
NCE06,OUT045,2678.2423063871224
DRH49,OUT049,1742.1651586477958
FDY43,OUT045,2678.2423063871224
NCT05,OUT017,2672.9013927973024
FDZ34,OUT045,2678.2423063871224
FDL38,OUT017,2192.4632072073423
FDZ31,OUT017,2678.2423063871224
FDR14,OUT035,1844.7957828978306
NCN54,OUT049,1742.1651586477958
NCC42,OUT027,3892.471490552113
FDK08,OUT017,2192.4632072073423
FDP59,OUT013,2613.649503330824
FDV22,OUT035,2683.5406130699566
FDD33,OUT035,2678.1996994801366
DRE60,OUT027,4956.502712815995
FDK52,OUT046,2464.0957107149975
FDA02,OUT017,2678.2423063871224
FDM56,OUT049,1742.1651586477958
FDE57,OUT035,2683.5406130699566
FDM32,OUT045,2192.4632072073423
NCQ30,OUT027,3892.471490552113
FDQ27,OUT027,3892.471490552113
FDT60,OUT027,3892.471490552113
FDU43,OUT049,2466.6466673171694
NCO55,OUT035,2195.9766470762315
FDG02,OUT045,2678.2423063871224
FDJ28,OUT013,2921.6105241676673
FDP40,OUT045,2192.4632072073423
FDJ38,OUT045,2678.2423063871224
NCC54,OUT017,2672.9013927973024
NCZ41,OUT046,1742.1651586477958
FDK38,OUT019,594.1103436002086
FDU52,OUT013,2921.6105241676673
FDC40,OUT046,1742.1651586477958
NCR30,OUT017,1843.0493611747465
NCN18,OUT017,2192.4632072073423
FDB50,OUT035,2195.9766470762315
FDG04,OUT013,2921.6105241676673
FDR26,OUT035,2683.5406130699566
NCT17,OUT018,2737.1549305964563
FDX35,OUT027,4956.502712815995
FDS12,OUT046,1742.1651586477958
NCZ29,OUT027,3892.471490552113
FDB38,OUT010,676.3141626063406
FDP12,OUT013,2302.2162628430906
FDP22,OUT046,1393.3871566813445
FDS26,OUT018,3070.3706727418853
FDR52,OUT046,2183.8807631375444
DRJ13,OUT046,2183.8807631375444
FDU48,OUT027,3892.471490552113
FDE29,OUT035,1844.7957828978306
NCT29,OUT049,1742.1651586477958
DRK37,OUT018,2737.1549305964563
FDK55,OUT046,1742.1651586477958
FDR07,OUT046,1742.1651586477958
FDO21,OUT027,4956.502712815995
FDK46,OUT049,2466.6466673171694
FDB12,OUT045,2192.4632072073423
FDT31,OUT027,4413.667857001392
FDJ33,OUT045,2192.4632072073423
FDC26,OUT027,3892.471490552113
NCQ02,OUT045,2678.2423063871224
FDP08,OUT010,676.3141626063406
FDB11,OUT027,4956.502712815995
FDV55,OUT013,2921.6105241676673
FDW20,OUT049,1742.1651586477958
NCJ18,OUT019,565.9332065922275
FDC41,OUT018,2426.04195630992
FDE14,OUT027,3892.471490552113
FDG35,OUT013,2921.6105241676673
FDF45,OUT035,1844.7957828978306
FDS19,OUT027,3892.471490552113
FDS58,OUT019,594.1103436002086
FDA26,OUT017,2672.9013927973024
FDM32,OUT049,1742.1651586477958
FDL45,OUT046,1742.1651586477958
FDZ55,OUT049,2183.8807631375444
FDY37,OUT049,2183.8807631375444
FDO46,OUT046,2183.8807631375444
FDQ60,OUT046,1742.1651586477958
FDA19,OUT018,2426.04195630992
FDL15,OUT046,2183.8807631375444
FDM10,OUT018,3070.3706727418853
NCL05,OUT017,1843.0493611747465
DRK49,OUT010,659.5603949203377
NCE18,OUT027,4956.502712815995
FDG40,OUT049,1393.3871566813445
DRI59,OUT045,2672.9013927973024
FDK28,OUT035,2678.1996994801366
NCD06,OUT019,563.0922648295153
FDO11,OUT019,647.5685859827722
FDK27,OUT046,1742.1651586477958
FDT43,OUT027,3348.7050200905232
FDD38,OUT018,2426.04195630992
FDA16,OUT049,2466.6466673171694
FDL14,OUT027,4413.667857001392
NCM17,OUT049,1393.3871566813445
FDD20,OUT045,2192.4632072073423
FDA40,OUT045,2192.4632072073423
FDL43,OUT045,2192.4632072073423
FDV15,OUT045,2192.4632072073423
FDE52,OUT046,1742.1651586477958
NCL17,OUT010,676.3141626063406
NCJ31,OUT045,2672.9013927973024
FDR60,OUT045,2192.4632072073423
NCA18,OUT035,2195.9766470762315
FDS21,OUT027,3348.7050200905232
FDW09,OUT035,2195.9766470762315
FDL26,OUT035,2683.5406130699566
FDS47,OUT018,2426.04195630992
FDC39,OUT046,2464.0957107149975
FDT51,OUT035,2195.9766470762315
FDK40,OUT035,2678.1996994801366
NCG19,OUT045,2672.9013927973024
FDZ07,OUT046,1393.3871566813445
FDF08,OUT027,3892.471490552113
FDO04,OUT013,2302.2162628430906
FDK41,OUT018,2426.04195630992
FDP15,OUT049,2466.6466673171694
NCD43,OUT018,2426.04195630992
NCP18,OUT013,2921.6105241676673
FDZ51,OUT046,1742.1651586477958
DRH13,OUT035,2195.9766470762315
FDF38,OUT045,1843.0493611747465
NCI43,OUT045,1843.0493611747465
FDM38,OUT027,3348.7050200905232
FDS03,OUT013,2302.2162628430906
DRJ47,OUT017,2678.2423063871224
FDT50,OUT010,645.1366363896364
FDV02,OUT046,2183.8807631375444
NCG18,OUT017,2192.4632072073423
FDW52,OUT046,2183.8807631375444
FDS40,OUT035,1844.7957828978306
FDN31,OUT017,2678.2423063871224
FDA37,OUT045,2192.4632072073423
FDA15,OUT046,2464.0957107149975
FDL39,OUT046,2183.8807631375444
FDJ53,OUT045,2192.4632072073423
FDX22,OUT013,3373.3729938250594
NCZ42,OUT045,2672.9013927973024
FDD56,OUT027,4413.667857001392
FDD40,OUT017,2678.2423063871224
FDS50,OUT013,3373.3729938250594
NCN14,OUT013,2921.6105241676673
FDT15,OUT013,2921.6105241676673
NCS18,OUT027,3892.471490552113
NCO26,OUT010,645.1366363896364
FDF58,OUT018,2151.5050398537514
NCB19,OUT013,2613.649503330824
FDH26,OUT017,2678.2423063871224
DRB24,OUT027,4413.667857001392
FDA49,OUT018,2426.04195630992
FDB32,OUT045,2192.4632072073423
FDI36,OUT017,2678.2423063871224
NCA17,OUT010,676.3141626063406
FDH22,OUT013,2613.649503330824
NCM26,OUT018,2737.1549305964563
FDT15,OUT027,4413.667857001392
FDB16,OUT018,2426.04195630992
NCP54,OUT027,3892.471490552113
FDJ36,OUT013,2613.649503330824
FDO28,OUT045,2192.4632072073423
FDU09,OUT013,2302.2162628430906
FDF29,OUT017,2192.4632072073423
FDY08,OUT013,2921.6105241676673
DRJ59,OUT018,2151.5050398537514
FDT23,OUT027,3892.471490552113
FDU15,OUT018,2151.5050398537514
FDT47,OUT013,2613.649503330824
FDI53,OUT019,594.1103436002086
FDR59,OUT018,3070.3706727418853
FDD53,OUT035,1844.7957828978306
FDY51,OUT017,2672.9013927973024
FDT04,OUT049,1393.3871566813445
FDU51,OUT049,2183.8807631375444
FDG14,OUT035,2683.5406130699566
NCU06,OUT045,2672.9013927973024
DRG25,OUT046,2183.8807631375444
DRH49,OUT035,2195.9766470762315
FDN15,OUT035,2195.9766470762315
FDL43,OUT018,2426.04195630992
NCT18,OUT049,2183.8807631375444
NCB31,OUT013,3373.3729938250594
FDK57,OUT035,2195.9766470762315
FDY04,OUT019,594.1103436002086
NCP54,OUT046,1742.1651586477958
FDF41,OUT013,3373.3729938250594
FDM01,OUT045,2192.4632072073423
FDW03,OUT045,2192.4632072073423
FDF28,OUT045,2192.4632072073423
FDY37,OUT017,2678.2423063871224
FDQ03,OUT017,2672.9013927973024
FDP51,OUT027,3892.471490552113
FDJ40,OUT017,2192.4632072073423
FDC32,OUT049,1742.1651586477958
DRI49,OUT027,3892.471490552113
NCW54,OUT017,1843.0493611747465
FDF09,OUT017,1843.0493611747465
FDP45,OUT018,3070.3706727418853
DRJ23,OUT018,2737.1549305964563
FDS59,OUT017,2192.4632072073423
FDY08,OUT046,1742.1651586477958
FDX16,OUT049,2183.8807631375444
FDY16,OUT018,2737.1549305964563
FDK32,OUT035,2683.5406130699566
FDQ22,OUT013,2302.2162628430906
NCC31,OUT018,2737.1549305964563
FDG58,OUT049,2183.8807631375444
DRF48,OUT013,2921.6105241676673
DRH36,OUT049,1393.3871566813445
NCR30,OUT035,2195.9766470762315
FDB03,OUT019,647.5685859827722
FDZ28,OUT027,3892.471490552113
FDR35,OUT017,2678.2423063871224
DRD15,OUT027,4956.502712815995
FDJ33,OUT019,565.9332065922275
FDA56,OUT010,645.1366363896364
FDP56,OUT046,1393.3871566813445
NCT30,OUT046,1393.3871566813445
FDK15,OUT017,2192.4632072073423
FDH44,OUT018,2737.1549305964563
FDV01,OUT013,2921.6105241676673
DRG03,OUT017,2678.2423063871224
FDG50,OUT027,3892.471490552113
FDR16,OUT010,745.2551305863032
FDZ60,OUT046,1742.1651586477958
DRG03,OUT045,2678.2423063871224
FDS56,OUT018,3070.3706727418853
FDU33,OUT045,1843.0493611747465
DRD27,OUT035,2195.9766470762315
FDW22,OUT046,2464.0957107149975
DRA24,OUT045,2678.2423063871224
FDF38,OUT049,1393.3871566813445
FDX48,OUT013,2921.6105241676673
FDS58,OUT018,2737.1549305964563
FDC32,OUT046,1742.1651586477958
NCQ29,OUT045,2672.9013927973024
DRK39,OUT018,2426.04195630992
NCS38,OUT017,2192.4632072073423
DRO47,OUT013,2613.649503330824
DRG27,OUT027,3348.7050200905232
FDC57,OUT027,4413.667857001392
FDS55,OUT046,2183.8807631375444
NCJ06,OUT018,2426.04195630992
FDO01,OUT019,565.9332065922275
NCM55,OUT045,2678.2423063871224
FDC52,OUT049,2183.8807631375444
FDQ15,OUT045,2192.4632072073423
NCT30,OUT027,3348.7050200905232
NCR42,OUT027,3348.7050200905232
FDD28,OUT035,1844.7957828978306
FDQ34,OUT049,1742.1651586477958
FDZ12,OUT027,4413.667857001392
DRE13,OUT019,565.9332065922275
NCN07,OUT019,565.9332065922275
FDM28,OUT035,2683.5406130699566
FDI10,OUT017,2678.2423063871224
FDQ25,OUT013,2921.6105241676673
FDA38,OUT010,745.2551305863032
DRI13,OUT049,2466.6466673171694
FDY20,OUT027,3892.471490552113
NCZ53,OUT035,2683.5406130699566
NCM31,OUT013,2921.6105241676673
DRB01,OUT017,2678.2423063871224
DRF37,OUT046,2464.0957107149975
NCF42,OUT049,2183.8807631375444
FDF16,OUT018,2737.1549305964563
FDB41,OUT013,2302.2162628430906
FDR34,OUT013,3373.3729938250594
FDR15,OUT018,2737.1549305964563
NCV42,OUT019,565.9332065922275
FDW51,OUT035,2678.1996994801366
FDU36,OUT017,2192.4632072073423
FDX60,OUT049,1742.1651586477958
FDY03,OUT035,2195.9766470762315
FDW55,OUT045,2672.9013927973024
FDT01,OUT010,745.2551305863032
FDG58,OUT013,2921.6105241676673
FDK21,OUT017,2672.9013927973024
NCS41,OUT019,594.1103436002086
FDS10,OUT045,2678.2423063871224
NCT53,OUT046,2183.8807631375444
FDJ28,OUT018,2737.1549305964563
FDX44,OUT045,2192.4632072073423
FDT20,OUT018,2151.5050398537514
FDO44,OUT017,2192.4632072073423
NCX17,OUT049,2466.6466673171694
FDY01,OUT017,2192.4632072073423
FDJ12,OUT027,4956.502712815995
DRK35,OUT018,2151.5050398537514
FDD47,OUT019,594.1103436002086
NCM53,OUT035,2195.9766470762315
FDO45,OUT013,2613.649503330824
NCM42,OUT010,645.1366363896364
FDE04,OUT046,2183.8807631375444
NCI30,OUT027,4956.502712815995
FDZ19,OUT013,2921.6105241676673
FDW57,OUT013,2921.6105241676673
FDA25,OUT013,2613.649503330824
FDT22,OUT046,1393.3871566813445
FDP51,OUT013,2613.649503330824
FDD48,OUT027,3892.471490552113
FDY39,OUT035,2683.5406130699566
FDO48,OUT010,745.2551305863032
FDD23,OUT027,4413.667857001392
DRN35,OUT027,3348.7050200905232
FDT01,OUT035,2678.1996994801366
FDC20,OUT010,659.5603949203377
DRJ35,OUT035,1844.7957828978306
FDB32,OUT046,1742.1651586477958
FDL24,OUT046,2183.8807631375444
NCV42,OUT035,2195.9766470762315
FDZ46,OUT046,1742.1651586477958
FDC15,OUT013,2921.6105241676673
FDD08,OUT019,563.0922648295153
FDY50,OUT049,1742.1651586477958
FDD36,OUT013,2613.649503330824
FDG57,OUT027,3348.7050200905232
FDL21,OUT018,2151.5050398537514
FDN16,OUT027,3892.471490552113
FDJ09,OUT027,3348.7050200905232
FDS01,OUT010,676.3141626063406
FDV33,OUT017,2672.9013927973024
DRE12,OUT017,2192.4632072073423
FDR07,OUT013,2613.649503330824
FDP48,OUT010,676.3141626063406
NCB55,OUT035,1844.7957828978306
FDQ08,OUT013,2302.2162628430906
FDR34,OUT035,2678.1996994801366
FDO33,OUT046,1742.1651586477958
FDP13,OUT045,1843.0493611747465
FDX12,OUT049,2466.6466673171694
NCT06,OUT049,2183.8807631375444
FDR16,OUT019,647.5685859827722
FDE36,OUT046,2183.8807631375444
FDZ36,OUT049,2183.8807631375444
FDV13,OUT045,2192.4632072073423
NCZ17,OUT035,1844.7957828978306
FDU56,OUT045,2678.2423063871224
FDM09,OUT035,2683.5406130699566
FDV02,OUT017,2678.2423063871224
FDS34,OUT018,2426.04195630992
FDA11,OUT049,1742.1651586477958
FDP09,OUT017,2672.9013927973024
FDB29,OUT027,3892.471490552113
FDT19,OUT017,2678.2423063871224
DRH15,OUT017,1843.0493611747465
FDY38,OUT046,2464.0957107149975
FDF14,OUT027,4413.667857001392
FDN48,OUT010,645.1366363896364
FDQ12,OUT013,3373.3729938250594
NCJ43,OUT045,2678.2423063871224
FDE17,OUT019,594.1103436002086
FDB05,OUT035,2678.1996994801366
FDH10,OUT045,2678.2423063871224
NCR06,OUT017,1843.0493611747465
FDU32,OUT018,2426.04195630992
FDD56,OUT049,2183.8807631375444
FDO36,OUT018,2737.1549305964563
FDH16,OUT010,645.1366363896364
FDX10,OUT018,2151.5050398537514
FDZ37,OUT017,2192.4632072073423
FDU31,OUT010,745.2551305863032
DRC49,OUT049,2183.8807631375444
FDL15,OUT045,2678.2423063871224
FDN32,OUT019,594.1103436002086
DRH59,OUT027,3348.7050200905232
NCU29,OUT049,2183.8807631375444
FDR37,OUT019,594.1103436002086
FDS14,OUT018,2737.1549305964563
FDU02,OUT027,4956.502712815995
FDJ08,OUT035,2683.5406130699566
NCZ06,OUT045,2672.9013927973024
FDO31,OUT049,1742.1651586477958
FDH31,OUT018,2426.04195630992
FDS58,OUT017,2678.2423063871224
NCA53,OUT027,3348.7050200905232
FDF50,OUT046,2183.8807631375444
NCW42,OUT049,2466.6466673171694
NCQ17,OUT045,2678.2423063871224
FDK51,OUT018,3070.3706727418853
NCW41,OUT010,676.3141626063406
NCR29,OUT017,1843.0493611747465
FDB08,OUT019,594.1103436002086
FDA40,OUT027,3892.471490552113
FDL14,OUT018,2737.1549305964563
FDB47,OUT046,2464.0957107149975
FDO03,OUT035,2678.1996994801366
DRK13,OUT019,594.1103436002086
FDX13,OUT010,745.2551305863032
FDF52,OUT046,2183.8807631375444
FDT11,OUT013,2921.6105241676673
FDB08,OUT013,2921.6105241676673
FDQ28,OUT018,2737.1549305964563
FDD29,OUT045,2672.9013927973024
NCQ29,OUT027,4956.502712815995
NCO02,OUT013,2302.2162628430906
FDR56,OUT010,676.3141626063406
NCM54,OUT049,1742.1651586477958
FDP51,OUT035,2195.9766470762315
FDT38,OUT013,2613.649503330824
FDZ20,OUT018,3070.3706727418853
FDJ53,OUT013,2613.649503330824
FDX13,OUT049,2466.6466673171694
FDP58,OUT035,2678.1996994801366
NCK31,OUT019,563.0922648295153
FDA35,OUT018,2426.04195630992
FDV37,OUT018,2737.1549305964563
NCO07,OUT027,4956.502712815995
FDA20,OUT045,2678.2423063871224
FDZ59,OUT035,2683.5406130699566
NCY17,OUT017,1843.0493611747465
FDQ28,OUT035,2683.5406130699566
FDV35,OUT017,2678.2423063871224
FDQ36,OUT013,2302.2162628430906
FDD34,OUT018,2737.1549305964563
FDK51,OUT045,2672.9013927973024
FDV31,OUT035,2683.5406130699566
FDR04,OUT035,2195.9766470762315
FDR14,OUT049,1393.3871566813445
DRC36,OUT010,676.3141626063406
FDE39,OUT019,565.9332065922275
FDP57,OUT049,1742.1651586477958
FDE57,OUT046,2183.8807631375444
NCN18,OUT046,1742.1651586477958
NCQ05,OUT018,2737.1549305964563
FDW47,OUT035,2195.9766470762315
FDV46,OUT035,2195.9766470762315
NCP29,OUT045,1843.0493611747465
FDE09,OUT018,2426.04195630992
NCU06,OUT027,4956.502712815995
FDT19,OUT010,676.3141626063406
DRF15,OUT017,2678.2423063871224
DRI51,OUT013,2921.6105241676673
NCX54,OUT013,2613.649503330824
DRE01,OUT013,3373.3729938250594
NCB07,OUT045,2678.2423063871224
FDU50,OUT035,2195.9766470762315
FDG40,OUT035,1844.7957828978306
FDW10,OUT018,2737.1549305964563
FDX51,OUT013,2921.6105241676673
NCP17,OUT045,1843.0493611747465
FDP21,OUT035,2683.5406130699566
FDL04,OUT045,2192.4632072073423
FDV23,OUT013,2613.649503330824
FDF24,OUT046,1742.1651586477958
FDH56,OUT027,3892.471490552113
FDB51,OUT049,1393.3871566813445
FDI58,OUT027,3892.471490552113
FDR20,OUT013,2302.2162628430906
FDC51,OUT018,2426.04195630992
FDB16,OUT027,3892.471490552113
FDE40,OUT049,1393.3871566813445
NCM17,OUT035,1844.7957828978306
FDU56,OUT035,2683.5406130699566
FDS32,OUT019,594.1103436002086
FDX02,OUT049,2466.6466673171694
FDT39,OUT027,4413.667857001392
FDE35,OUT017,1843.0493611747465
NCI42,OUT019,647.5685859827722
DRL23,OUT046,1742.1651586477958
FDA10,OUT046,1742.1651586477958
FDA11,OUT013,2613.649503330824
NCM06,OUT046,2183.8807631375444
NCT05,OUT035,2678.1996994801366
NCQ02,OUT010,676.3141626063406
NCY06,OUT049,1742.1651586477958
FDY56,OUT035,2678.1996994801366
FDL02,OUT035,2195.9766470762315
NCI06,OUT035,2683.5406130699566
FDQ14,OUT045,2678.2423063871224
FDQ12,OUT017,2672.9013927973024
FDP36,OUT046,1393.3871566813445
FDK21,OUT027,4956.502712815995
FDO40,OUT045,2678.2423063871224
NCK54,OUT019,565.9332065922275
FDY09,OUT018,2737.1549305964563
NCW30,OUT049,2466.6466673171694
NCC55,OUT027,3348.7050200905232
FDE58,OUT018,2426.04195630992
FDR39,OUT013,2921.6105241676673
FDU28,OUT049,2183.8807631375444
FDH08,OUT017,2672.9013927973024
FDG35,OUT045,2678.2423063871224
FDG22,OUT049,1393.3871566813445
FDC34,OUT035,2683.5406130699566
FDP15,OUT018,3070.3706727418853
FDK34,OUT010,745.2551305863032
FDU45,OUT035,2195.9766470762315
FDQ04,OUT027,3348.7050200905232
FDX22,OUT018,3070.3706727418853
FDB45,OUT017,2192.4632072073423
NCH43,OUT027,4956.502712815995
DRE60,OUT046,2464.0957107149975
FDD17,OUT027,4956.502712815995
NCM54,OUT017,2192.4632072073423
NCH55,OUT013,2613.649503330824
NCT06,OUT017,2678.2423063871224
FDA48,OUT027,4956.502712815995
FDY58,OUT027,4956.502712815995
FDO25,OUT045,2672.9013927973024
FDN50,OUT045,2192.4632072073423
FDH35,OUT035,2683.5406130699566
